year,origin,destination,origin_lat,origin_long,destination_lat,destination_long
2022,"Arnavutköy, Istanbul",Zurich,41.184471,28.7412446,47.3744489,8.5410422
2022,Zurich,"Arnavutköy, Istanbul",47.3744489,8.5410422,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Almaty,41.184471,28.7412446,43.2363924,76.9457275
2022,Almaty,"Arnavutköy, Istanbul",43.2363924,76.9457275,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Zurich,41.184471,28.7412446,47.3744489,8.5410422
2022,Zurich,"Arnavutköy, Istanbul",47.3744489,8.5410422,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Almaty,41.184471,28.7412446,43.2363924,76.9457275
2022,Almaty,"Arnavutköy, Istanbul",43.2363924,76.9457275,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Zurich,41.184471,28.7412446,47.3744489,8.5410422
2022,Zurich,"Arnavutköy, Istanbul",47.3744489,8.5410422,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Bishkek,41.184471,28.7412446,42.8777895,74.6066926
2022,Bishkek,"Arnavutköy, Istanbul",42.8777895,74.6066926,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Zurich,41.184471,28.7412446,47.3744489,8.5410422
2022,Zurich,"Arnavutköy, Istanbul",47.3744489,8.5410422,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Almaty,41.184471,28.7412446,43.2363924,76.9457275
2022,Almaty,"Arnavutköy, Istanbul",43.2363924,76.9457275,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Zurich,41.184471,28.7412446,47.3744489,8.5410422
2022,Washington,Bogota,47.2868352,-120.212613,4.6533816,-74.0836333
2022,Bogota,Washington,4.6533816,-74.0836333,47.2868352,-120.212613
2022,Zurich,Reykjavík,47.3744489,8.5410422,64.145981,-21.9422367
2022,Reykjavík,Zurich,64.145981,-21.9422367,47.3744489,8.5410422
2022,Zurich,Doha,47.3744489,8.5410422,24.736770149999998,81.44660220014936
2022,Doha,Nairobi,24.736770149999998,81.44660220014936,-1.2832533,36.8172449
2022,Nairobi,Kisumu,-1.2832533,36.8172449,-0.1029109,34.7541761
2022,Kisumu,Nairobi,-0.1029109,34.7541761,-1.2832533,36.8172449
2022,Nairobi,Doha,-1.2832533,36.8172449,24.736770149999998,81.44660220014936
2022,Doha,Zurich,24.736770149999998,81.44660220014936,47.3744489,8.5410422
2022,Frankfurt am Main,Doha,50.1106444,8.6820917,24.736770149999998,81.44660220014936
2022,Doha,Nairobi,24.736770149999998,81.44660220014936,-1.2832533,36.8172449
2022,Nairobi,Kisumu,-1.2832533,36.8172449,-0.1029109,34.7541761
2022,Kisumu,Nairobi,-0.1029109,34.7541761,-1.2832533,36.8172449
2022,Nairobi,Doha,-1.2832533,36.8172449,24.736770149999998,81.44660220014936
2022,Doha,Zurich,24.736770149999998,81.44660220014936,47.3744489,8.5410422
2022,Toulouse/Blagnac,Bâle/Mulhouse,43.6434,1.37799,47.7466803,7.3446519
2022,Zurich,Berlin,47.3744489,8.5410422,52.510885,13.3989367
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Zurich,Los Angeles,47.3744489,8.5410422,34.0536909,-118.242766
2022,Los Angeles,Zurich,34.0536909,-118.242766,47.3744489,8.5410422
2022,Zurich,Los Angeles,47.3744489,8.5410422,34.0536909,-118.242766
2022,Los Angeles,Zurich,34.0536909,-118.242766,47.3744489,8.5410422
2022,Zurich,Montréal,47.3744489,8.5410422,45.5031824,-73.5698065
2022,Minneapolis,Zurich,44.9772995,-93.2654692,47.3744489,8.5410422
2022,Zurich,Montréal,47.3744489,8.5410422,45.5031824,-73.5698065
2022,Montréal,Zurich,45.5031824,-73.5698065,47.3744489,8.5410422
2022,Toulouse/Blagnac,Bâle/Mulhouse,43.6434,1.37799,47.7466803,7.3446519
2022,Bâle/Mulhouse,Toulouse/Blagnac,47.7466803,7.3446519,43.6434,1.37799
2022,Zurich,Manchester,47.3744489,8.5410422,53.4794892,-2.2451148
2022,Manchester,Zurich,53.4794892,-2.2451148,47.3744489,8.5410422
2022,Frankfurt am Main,Montréal,50.1106444,8.6820917,45.5031824,-73.5698065
2022,Montréal,Los Angeles,45.5031824,-73.5698065,34.0536909,-118.242766
2022,Minneapolis,Toronto,44.9772995,-93.2654692,43.6534817,-79.3839347
2022,Toronto,Zurich,43.6534817,-79.3839347,47.3744489,8.5410422
2022,Zurich,Doha,47.3744489,8.5410422,24.736770149999998,81.44660220014936
2022,Doha,Nairobi,24.736770149999998,81.44660220014936,-1.2832533,36.8172449
2022,Mombasa,Frankfurt am Main,-4.05052,39.667169,50.1106444,8.6820917
2022,Frankfurt am Main,Zurich,50.1106444,8.6820917,47.3744489,8.5410422
2022,Zurich,Doha,47.3744489,8.5410422,24.736770149999998,81.44660220014936
2022,Doha,Nairobi,24.736770149999998,81.44660220014936,-1.2832533,36.8172449
2022,Nairobi,Doha,-1.2832533,36.8172449,24.736770149999998,81.44660220014936
2022,Doha,Zurich,24.736770149999998,81.44660220014936,47.3744489,8.5410422
2022,Zurich,Berlin,47.3744489,8.5410422,52.510885,13.3989367
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Zurich,Los Angeles,47.3744489,8.5410422,34.0536909,-118.242766
2022,Los Angeles,Zurich,34.0536909,-118.242766,47.3744489,8.5410422
2022,Zurich,Berlin,47.3744489,8.5410422,52.510885,13.3989367
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Edinburgh,Kraków,55.9533456,-3.1883749,50.0469432,19.997153435836697
2022,Nairobi,Kisumu,-1.2832533,36.8172449,-0.1029109,34.7541761
2022,Toulouse/Blagnac,Bâle/Mulhouse,43.6434,1.37799,47.7466803,7.3446519
2022,Bâle/Mulhouse,Toulouse/Blagnac,47.7466803,7.3446519,43.6434,1.37799
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Zurich,Los Angeles,47.3744489,8.5410422,34.0536909,-118.242766
2022,Los Angeles,Zurich,34.0536909,-118.242766,47.3744489,8.5410422
2022,Zurich,Berlin,47.3744489,8.5410422,52.510885,13.3989367
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Zurich,Berlin,47.3744489,8.5410422,52.510885,13.3989367
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Zurich,Berlin,47.3744489,8.5410422,52.510885,13.3989367
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Berlin,Zurich,52.510885,13.3989367,47.3744489,8.5410422
2022,Toulouse/Blagnac,Bâle/Mulhouse,43.6434,1.37799,47.7466803,7.3446519
2022,Zurich,Manaus,47.3744489,8.5410422,-3.1316333,-59.9825041
2022,Manaus,Zurich,-3.1316333,-59.9825041,47.3744489,8.5410422
2022,Zurich,Cape Town,47.3744489,8.5410422,-33.928992,18.417396
2022,Cape Town,Zurich,-33.928992,18.417396,47.3744489,8.5410422
